,Name,Rating,Position,Version,Price,Skills,Weak_Foot,Attack\Defense,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing
3555,Nabil Fekir,84,CAM,Normal,5K,4,3,H \ M,78,82,81,88,33,77,"173cm | 5'8""
Average (75kg)",1504,439,2101,82,91,31,CAM,77,81,82
3556,Lucas Hernández,84,CB,Normal,6.5K,2,3,H \ H,81,54,70,71,83,82,"182cm | 6'0""
Average (76kg)",4425,441,2051,70,68,81,CB,83,63,53
3557,Arthur,84,CM,Normal,4.9K,4,3,M \ M,69,71,81,86,73,70,"171cm | 5'7""
Average (73kg)",491,450,2165,79,89,76,CM,67,86,69
3558,Ousmane Dembélé,84,RW,Normal,11.5K,5,5,H \ M,93,79,80,87,36,57,"178cm | 5'10""
Lean (67kg)",8278,432,2046,89,83,42,RW,93,78,79
3559,Mario Mandžukic,84,ST,Normal,45K,3,3,H \ H,68,80,71,76,65,86,"190cm | 6'3""
High & Average+ (85kg)",29,446,2139,65,55,59,ST,73,74,85
3560,Pepe,84,CB,Normal,2.2K,2,3,M \ H,67,51,57,61,85,85,"188cm | 6'2""
High & Average+ (81kg)",134,406,1892,63,48,86,CB,70,48,46
3561,Stéphane Ruffier,84,GK,Normal,2.2K,1,3,M \ M,82,84,75,82,47,85,"188cm | 6'2""
High & Stocky (93kg)",149,455,946,51,55,13,GK,50,49,11
3562,Marek Hamšik,84,CM,Normal,1.7K,3,5,H \ M,69,77,83,83,72,69,"183cm | 6'0""
Average (73kg)",57,453,2203,77,67,75,CM,68,86,74
3563,Javi Martinez,84,CDM,Normal,2.8K,2,3,L \ M,48,55,69,64,86,83,"192cm | 6'4""
High & Average (86kg)",60,405,1970,52,49,85,CDM,50,74,43
3564,Yann Sommer,84,GK,Normal,1.4K,1,4,M \ M,79,85,81,87,50,80,"183cm | 6'0""
Average (79kg)",124,462,988,55,58,9,GK,54,58,13
3565,Georginio Wijnaldum,84,CM,Normal,5K,4,3,H \ H,77,73,78,85,76,78,"175cm | 5'9""
Lean (69kg)",2509,467,2250,81,84,76,CM,76,78,70
3566,Ivan Perišic,84,LM,Normal,7.8K,4,5,M \ M,84,80,78,82,62,77,"186cm | 6'1""
High & Average+ (80kg)",813,463,2218,77,74,64,LM,85,76,79
3567,Jérôme Boateng,84,CB,Normal,8K,2,4,M \ M,66,50,72,66,84,82,"192cm | 6'4""
High & Stocky (90kg)",290,420,1971,55,52,83,CB,67,75,34
3568,Azpilicueta,84,RB,Normal,14K,2,3,M \ M,70,55,77,73,85,76,"178cm | 5'10""
Average (76kg)",70,436,2123,72,73,85,RB,68,74,46
3569,José Callejón,84,RM,Normal,6.4K,3,3,H \ H,89,78,75,83,47,64,"178cm | 5'10""
Lean (73kg)",218,436,2072,85,80,64,RM,90,78,78
3570,Paulinho,84,CM,Normal,4K,4,4,H \ H,72,81,77,80,78,85,"183cm | 6'0""
Lean (80kg)",656,473,2273,70,72,75,CM,71,79,81
3571,Serge Gnabry,84,RM,Normal,13K,4,4,H \ M,90,82,75,85,43,69,"175cm | 5'9""
Average (75kg)",2216,444,2083,86,88,45,RM,89,77,81
3572,Leon Goretzka,84,CM,Normal,6K,3,4,H \ M,81,77,80,81,75,79,"189cm | 6'2""
High & Average+ (79kg)",1823,473,2246,76,70,72,CM,78,82,76
3573,Dele Alli,84,CAM,Normal,5.5K,4,3,H \ H,72,81,79,82,71,79,"188cm | 6'2""
High & Average+ (80kg)",753,464,2238,75,62,70,CAM,76,83,82
3574,Julian Brandt,84,CAM,Normal,4.5K,4,4,M \ M,82,78,81,85,40,68,"185cm | 6'1""
High & Average (83kg)",651,434,2036,81,78,39,CAM,86,84,79
3575,Kai Havertz,84,CAM,Normal,3.3K,4,4,M \ M,84,78,79,84,44,65,"188cm | 6'2""
High & Average+ (83kg)",1984,434,2057,78,73,39,CAM,89,82,81
3576,Jirí Pavlenka,84,GK,Normal,1.5K,1,3,M \ M,86,79,70,88,36,80,"196cm | 6'5""
High & Average+ (81kg)",232,439,741,39,27,12,GK,37,25,16
3577,Douglas Costa,84,LM,Normal,7K,5,3,H \ M,94,73,79,91,43,61,"172cm | 5'8""
Average (70kg)",1561,441,2103,93,91,45,LM,93,80,64
3578,Bernd Leno,84,GK,Normal,4.4K,1,3,M \ M,83,81,78,85,55,84,"190cm | 6'3""
High & Average (83kg)",411,466,994,52,44,27,GK,56,54,9
3579,Pizzi,84,RM,Normal,1.5K,3,4,H \ M,77,77,84,81,63,68,"177cm | 5'10""
Average (72kg)",53,450,2187,77,77,66,RM,73,86,76
3580,Stefan de Vrij,84,CB,Normal,4K,2,4,M \ H,66,41,62,68,86,74,"189cm | 6'2""
High & Average (78kg)",130,397,1838,62,59,88,CB,66,64,25
3581,Dušan Tadic,84,CAM,Normal,1.2K,4,3,M \ M,68,80,84,85,41,71,"181cm | 5'11""
Average (76kg)",145,429,2102,79,84,48,CAM,68,88,83
3582,Felipe Anderson,84,LM,Normal,6.6K,4,4,H \ M,89,77,79,88,55,61,"175cm | 5'9""
Average (70kg)",2458,449,2102,89,87,47,LM,89,81,74
3583,Canales,84,CAM,Normal,4K,4,3,H \ M,78,79,83,81,51,66,"176cm | 5'9""
Lean (65kg)",190,438,2057,77,70,60,CAM,78,87,80
3584,Luis Alberto,84,CAM,Normal,2.8K,4,3,M \ M,71,76,84,85,49,59,"183cm | 6'0""
Lean (74kg)",144,424,2023,81,74,48,CAM,68,85,77
3585,Josip Ilicic,84,CF,Normal,3K,4,4,M \ M,70,84,84,84,43,67,"190cm | 6'3""
High & Average+ (79kg)",236,432,2058,71,61,53,CF,69,87,81
3586,Lautaro Martínez,84,ST,Normal,2K,4,4,H \ M,81,80,68,85,48,83,"174cm | 5'9""
Stocky (81kg)",300,445,2095,89,75,67,ST,81,76,85
3587,Wilfred Ndidi,84,CDM,Normal,1.7K,3,4,M \ H,72,64,70,75,86,83,"183cm | 6'0""
Lean (74kg)",307,450,2153,69,67,87,CDM,73,70,51
3588,Luiz Frello Filho Jorge,83,CM,Normal,1K,3,3,M \ M,55,63,84,81,70,73,"180cm | 5'11""
Lean (67kg)",105,426,2117,77,72,62,CM,50,87,57
3589,Davinson Sánchez,83,CB,Normal,5K,2,3,M \ H,74,45,57,67,83,81,"187cm | 6'2""
High & Average (79kg)",1943,407,1827,60,55,82,CB,79,49,40
3590,Julian Draxler,83,CAM,Normal,2.5K,4,5,M \ M,77,79,81,86,55,63,"187cm | 6'2""
High & Average+ (77kg)",173,441,2129,80,75,39,CAM,77,82,76
3591,Falcao,83,ST,Normal,0,3,4,H \ M,65,82,69,77,43,72,"177cm | 5'10""
Average (72kg)",24,408,2043,75,75,39,ST,64,70,86
3592,Luka Jovic,83,ST,Normal,1.5K,3,5,M \ M,77,82,68,81,29,74,"182cm | 6'0""
Stocky (85kg)",600,411,1965,78,77,25,ST,77,70,86
3593,Nicolas Pépé,83,RM,Normal,7.4K,4,3,H \ L,91,81,75,85,33,67,"183cm | 6'0""
Lean (73kg)",2054,432,2050,91,79,36,RM,91,80,82
3594,Vincent Kompany,83,CB,Normal,13K,2,3,M \ H,50,53,65,64,84,79,"190cm | 6'3""
High & Average (85kg)",75,395,1891,50,41,85,CB,51,59,45
3595,Raúl Albiol,83,CB,Normal,2K,2,3,L \ H,48,41,61,64,86,72,"190cm | 6'3""
High & Average+ (82kg)",102,372,1781,53,56,89,CB,46,57,27
3596,Fabio Quagliarella,83,ST,Normal,2K,4,4,M \ M,69,89,75,80,30,65,"180cm | 5'11""
Average (79kg)",312,408,2012,71,76,35,ST,68,77,89
3597,Carlos Vela,83,RW,Normal,1.9K,4,2,H \ L,80,82,78,84,31,67,"177cm | 5'10""
Average (77kg)",99,422,2035,81,81,31,RW,80,81,85
3598,Max Kruse,83,CF,Normal,0,4,4,H \ M,66,83,83,83,45,70,"180cm | 5'11""
Average (76kg)",58,430,2103,74,77,57,CF,65,85,84
3599,Jordan Henderson,83,CDM,Normal,2K,3,3,H \ H,64,70,83,77,78,80,"182cm | 6'0""
Average (80kg)",250,452,2202,69,70,79,CDM,64,83,67
3600,Idrissa Gueye,83,CDM,Normal,1.5K,3,3,M \ H,73,59,70,78,85,78,"174cm | 5'9""
Lean (66kg)",439,443,2107,82,80,84,CDM,72,65,50
3601,Kevin Kampl,83,CM,Normal,1K,3,4,H \ H,76,67,80,85,63,62,"178cm | 5'10""
Lean (67kg)",74,433,2107,90,82,65,CM,70,82,63
3602,Pablo Sarabia,83,CAM,Normal,1.3K,4,4,H \ M,75,76,82,84,57,57,"174cm | 5'9""
Average (70kg)",213,431,2052,79,80,60,CAM,75,84,78
3603,Lucas,83,CF,Normal,4.5K,4,4,H \ M,92,79,76,87,42,66,"174cm | 5'9""
Average (70kg)",5442,442,2128,93,92,31,CF,89,76,82
3604,John Stones,83,CB,Normal,6.9K,3,4,H \ M,68,36,70,72,84,77,"188cm | 6'2""
High & Average+ (70kg)",206,407,1887,60,59,85,CB,71,67,29
3605,Sébastien Haller,83,ST,Normal,1.7K,3,2,H \ M,72,81,62,76,51,82,"190cm | 6'3""
High & Average+ (82kg)",284,424,2010,68,53,39,ST,76,75,85
3606,Grimaldo,83,LB,Normal,4.5K,3,2,H \ M,85,63,79,84,77,71,"171cm | 5'7""
Average (69kg)",103,459,2204,84,86,75,LB,84,68,50
3607,Anthony Martial,83,LW,Normal,8.6K,4,3,M \ L,89,81,72,85,41,71,"184cm | 6'0""
Average (76kg)",2053,439,2070,84,79,34,LW,89,73,82
3608,Marco Asensio,83,LW,Normal,3.5K,4,3,H \ M,81,80,82,84,43,62,"182cm | 6'0""
Average (76kg)",253,432,2073,79,76,40,LW,80,82,78
3609,Sami Khedira,83,CM,Normal,1.6K,2,4,M \ H,51,74,78,78,80,80,"189cm | 6'2""
High & Average (90kg)",58,441,2132,55,54,80,CM,53,78,68
3610,David Luiz,83,CB,Normal,5.3K,3,3,M \ M,61,65,74,71,82,77,"189cm | 6'2""
High & Average (86kg)",119,430,2103,66,56,79,CB,63,71,55
3611,Aaron Ramsey,83,CM,Normal,5K,3,3,H \ H,68,77,79,80,68,74,"183cm | 6'0""
Lean (76kg)",161,446,2163,73,74,68,CM,69,81,75
3612,Juan Cuadrado,83,RM,Normal,4.5K,5,3,H \ M,91,72,77,87,66,67,"179cm | 5'10""
Lean (72kg)",316,460,2190,91,81,63,RM,92,76,64
3613,Danilo Pereira,83,CDM,Normal,1.9K,3,3,M \ H,65,63,72,74,82,85,"188cm | 6'2""
High & Average (83kg)",144,441,2045,57,60,83,CDM,68,73,60
3614,Adrien Rabiot,83,CM,Normal,4K,3,3,H \ M,73,74,79,81,77,80,"192cm | 6'4""
High & Average+ (80kg)",382,464,2214,79,72,70,CM,74,80,69
3615,Andrés Iniesta Luján,83,CM,Normal,900,4,4,H \ M,64,70,86,87,62,60,"171cm | 5'7""
Short & Lean- (68kg)",189,429,2091,79,81,68,CM,64,93,70
3616,Gianluigi Buffon,83,GK,Normal,2K,1,2,M \ M,78,77,74,80,34,91,"192cm | 6'4""
High & Average (92kg)",258,434,966,55,49,13,GK,30,50,15
3617,Rune Almenning Jarstein,83,GK,Normal,1K,1,4,M \ M,79,82,76,84,42,86,"190cm | 6'3""
High & Average (86kg)",35,449,875,35,45,12,GK,46,37,13
3618,Kasper Schmeichel,83,GK,Normal,3K,1,3,M \ M,82,77,79,88,58,79,"189cm | 6'2""
High & Stocky (89kg)",102,463,1029,62,47,14,GK,60,59,12
3619,Rui Patrício,83,GK,Normal,4.3K,1,2,M \ M,84,80,77,82,55,81,"190cm | 6'3""
High & Average (84kg)",132,459,1028,61,54,14,GK,57,64,12
3620,Radja Nainggolan,83,CAM,Normal,2.6K,3,3,H \ H,72,79,78,83,83,82,"176cm | 5'9""
Stocky (77kg)",1223,477,2292,75,83,83,CAM,72,76,75
3621,Éver Banega,83,CDM,Normal,1K,4,4,H \ M,61,73,84,82,77,70,"174cm | 5'9""
Average (71kg)",25,447,2191,74,79,80,CDM,59,84,68
3622,Diego Costa,83,ST,Normal,1.8K,2,4,H \ M,73,82,64,76,49,85,"188cm | 6'2""
High & Average (86kg)",62,429,2008,56,51,58,ST,75,74,85
3623,Gylfi Sigurðsson,83,CAM,Normal,1K,3,4,H \ H,56,81,84,81,57,69,"186cm | 6'1""
High & Average (77kg)",91,428,2119,68,63,57,CAM,56,86,78
3624,Oscar,83,CAM,Normal,1.2K,4,3,H \ M,74,76,83,81,55,50,"181cm | 5'11""
Lean (71kg)",65,419,2057,88,81,66,CAM,73,83,76
3625,Kevin Trapp,83,GK,Normal,1.4K,1,4,M \ M,82,77,79,85,48,83,"189cm | 6'2""
High & Average (86kg)",92,454,896,42,37,15,GK,52,46,13
3626,Illarramendi,83,CDM,Normal,1K,3,3,M \ H,54,71,80,79,80,71,"179cm | 5'10""
Average (75kg)",7,435,2107,69,73,83,CDM,47,86,72
3627,Daley Blind,83,CDM,Normal,950,3,3,M \ M,54,65,80,77,82,74,"180cm | 5'11""
Average (72kg)",57,432,2130,71,72,82,CDM,48,77,62
3628,Lukáš Hrádecký,83,GK,Normal,950,1,3,M \ M,85,79,69,86,40,82,"192cm | 6'4""
High & Average+ (85kg)",113,441,816,43,39,10,GK,44,53,11
3629,Nicolás Otamendi,83,CB,Normal,2.5K,2,3,M \ H,56,57,63,61,83,78,"183cm | 6'0""
Average (81kg)",74,398,1916,58,58,82,CB,57,53,54
3630,Koen Casteels,83,GK,Normal,1K,1,2,M \ M,83,79,79,83,45,82,"197cm | 6'6""
High & Average (86kg)",65,451,928,50,43,11,GK,46,42,15
3631,Marc Bartra,83,CB,Normal,2.4K,3,3,H \ M,73,61,73,73,82,74,"184cm | 6'0""
Lean (73kg)",228,436,2074,71,70,79,CB,72,75,55
3632,Rodrigo,83,ST,Normal,1.6K,4,3,H \ M,90,80,74,81,44,70,"182cm | 6'0""
Lean (77kg)",1022,439,2091,81,74,44,ST,91,77,80
3633,Wilfried Zaha,83,CF,Normal,6.5K,5,3,H \ L,91,76,72,87,27,74,"180cm | 5'11""
Lean (66kg)",1622,427,1953,87,81,22,CF,93,76,78
3634,Charles Aránguiz,83,CM,Normal,1K,3,4,M \ M,63,72,82,81,74,73,"171cm | 5'7""
Lean (70kg)",92,445,2193,80,86,76,CM,55,81,66
3635,Wissam Ben Yedder,83,ST,Normal,6K,4,5,H \ H,84,82,77,85,39,61,"170cm | 5'7""
Short & Lean- (68kg)",4230,428,2097,90,89,34,ST,81,80,88
3636,Francesco Acerbi,83,CB,Normal,1.2K,3,3,M \ M,56,50,61,64,86,82,"192cm | 6'4""
High & Average (88kg)",157,399,1882,33,35,87,CB,52,65,37
3637,Jasper Cillessen,83,GK,Normal,2.2K,1,3,M \ M,82,83,78,83,52,81,"185cm | 6'1""
High & Average+ (83kg)",163,459,985,48,50,18,GK,50,60,10
3638,Paco Alcácer,83,ST,Normal,25K,3,4,M \ L,79,84,68,81,36,63,"175cm | 5'9""
Average (72kg)",313,411,2018,84,84,45,ST,78,67,86
3639,Lucas Digne,83,LB,Normal,8.5K,3,3,H \ M,78,69,79,79,80,76,"178cm | 5'10""
Lean (74kg)",629,461,2242,69,78,78,LB,78,73,60
3640,Morata,83,ST,Normal,1.9K,3,4,H \ H,81,79,71,79,31,72,"189cm | 6'2""
High & Average (84kg)",108,413,1941,66,58,37,ST,85,76,81
3641,Jordan Pickford,83,GK,Normal,3K,1,4,M \ M,82,78,87,86,49,82,"185cm | 6'1""
High & Average (77kg)",317,464,1149,55,55,21,GK,44,68,19
3642,Florian Thauvin,83,RW,Normal,3K,4,3,H \ M,83,80,81,83,41,69,"179cm | 5'10""
Average (70kg)",179,437,2114,86,71,46,RW,80,80,80
3643,Arkadiusz Milik,83,ST,Normal,2K,4,3,M \ M,69,85,64,76,39,74,"186cm | 6'1""
High & Average+ (78kg)",46,407,1980,67,63,35,ST,71,60,88
3644,William Carvalho,83,CDM,Normal,1.5K,3,4,M \ M,42,57,77,74,79,85,"187cm | 6'2""
High & Average (83kg)",58,414,1997,45,47,80,CDM,46,81,52
3645,Yannick Carrasco,83,LM,Normal,0,4,4,H \ M,90,80,75,86,39,64,"180cm | 5'11""
Lean (71kg)",277,434,2047,90,71,53,LM,90,71,80
3646,Alessio Romagnoli,83,CB,Normal,1.1K,2,3,M \ H,63,40,55,67,85,79,"188cm | 6'2""
High & Average (78kg)",196,389,1779,60,53,88,CB,66,45,30
3647,Timo Werner,83,ST,Normal,19K,3,4,H \ M,92,81,67,82,35,69,"180cm | 5'11""
Average (75kg)",2988,426,2000,81,76,39,ST,92,61,86
3648,Federico Bernardeschi,83,RM,Normal,3.5K,5,3,H \ M,81,75,81,87,60,66,"185cm | 6'1""
High & Average+ (77kg)",91,450,2140,85,79,66,RM,81,82,68
3649,Anderson Talisca,83,CAM,Normal,1.5K,4,4,H \ L,77,82,80,81,57,72,"190cm | 6'3""
High & Lean (80kg)",386,449,2159,76,70,53,CAM,76,81,80
3650,Jonathan Tah,83,CB,Normal,3.5K,2,4,M \ M,71,27,59,58,83,81,"195cm | 6'5""
High & Stocky (97kg)",294,379,1696,48,38,83,CB,77,61,20
3651,Thomas Lemar,83,LM,Normal,4K,4,2,M \ M,83,76,82,85,59,67,"171cm | 5'7""
Lean (62kg)",102,452,2185,87,86,55,LM,83,84,75
3652,Andrej Kramaric,83,ST,Normal,4K,4,4,M \ M,73,85,73,85,30,71,"177cm | 5'10""
Average (73kg)",336,417,2051,83,83,35,ST,70,72,86
3653,Dakonam Djené,83,CB,Normal,1K,2,4,M \ H,72,37,61,62,83,79,"178cm | 5'10""
Average (72kg)",93,394,1865,71,69,83,CB,71,42,29
3654,Corentin Tolisso,83,CM,Normal,2.7K,3,3,H \ M,69,77,79,78,76,79,"181cm | 5'11""
Average (81kg)",483,458,2215,75,74,75,CM,66,80,75
3655,Borja Iglesias,83,ST,Normal,1K,3,3,H \ M,67,83,63,77,35,82,"187cm | 6'2""
High & Average+ (86kg)",22,407,1904,64,72,32,ST,69,71,86
3656,Gonçalo Guedes,83,LM,Normal,1.9K,4,4,H \ M,90,79,76,83,36,70,"179cm | 5'10""
Average (68kg)",530,434,2052,82,77,24,LM,90,77,77
3657,Giovani Lo Celso,83,CM,Normal,2K,4,3,H \ M,77,78,82,84,65,72,"177cm | 5'10""
Average (68kg)",783,458,2185,83,79,61,CM,78,85,80
3658,Fabián,83,CM,Normal,1.8K,4,4,M \ M,65,78,78,82,74,69,"189cm | 6'2""
High & Average+ (70kg)",163,446,2127,72,66,70,CM,63,84,79
3659,Manuel Akanji,83,CB,Normal,3.4K,2,3,M \ H,78,45,68,72,83,80,"187cm | 6'2""
High & Average (91kg)",1374,426,1943,69,64,84,CB,85,67,36
3660,Trent Alexander-Arnold,83,RB,Normal,12.75K,3,4,H \ M,80,62,82,78,78,70,"180cm | 5'11""
Lean (69kg)",714,450,2156,74,74,76,RB,81,78,56
3661,Marcus Rashford,83,ST,Normal,9K,5,3,H \ H,92,82,73,83,45,77,"186cm | 6'1""
High & Average+ (70kg)",5416,452,2141,86,75,47,ST,94,75,81
3662,Iker Casillas Fernández,83,GK,Normal,8.2K,1,2,M \ M,85,75,61,84,56,86,"185cm | 6'1""
Average (84kg)",462,447,1001,60,46,24,GK,55,62,12
3663,João Miranda de Souza Filho,83,CB,Normal,1K,2,3,M \ H,64,49,60,68,84,74,"186cm | 6'1""
High & Average+ (78kg)",12,399,1875,61,57,85,CB,66,58,43
3664,Falcao,83,ST,Normal,1K,3,4,H \ M,65,82,69,77,43,72,"177cm | 5'10""
Average (72kg)",152,408,2043,75,75,39,ST,64,70,86
3665,Yannick Carrasco,83,LM,Normal,2.8K,4,4,H \ M,90,80,75,86,39,64,"180cm | 5'11""
Lean (71kg)",294,434,2047,90,71,53,LM,90,71,80
3666,Paco Alcácer,83,ST,Normal,1.2K,3,4,M \ L,79,84,68,81,36,63,"175cm | 5'9""
Average (72kg)",26,411,2018,84,84,45,ST,78,67,86
3667,Max Kruse,83,CF,Rare,1K,4,4,H \ M,66,83,83,83,45,70,"180cm | 5'11""
Average (76kg)",11,430,2103,74,77,57,CF,65,85,84
3668,Gabriel Jesus,82,ST,Normal,7.8K,4,3,H \ H,85,80,72,86,39,71,"175cm | 5'9""
Average (73kg)",1772,433,2072,90,90,53,ST,83,77,84
3669,Olivier Giroud,82,ST,Normal,900,3,3,M \ M,46,81,71,73,42,79,"193cm | 6'4""
High & Average (92kg)",105,392,1954,55,53,37,ST,48,77,83
3670,Nacho Fernández,82,CB,Normal,1.9K,2,4,M \ H,74,37,66,65,81,79,"180cm | 5'11""
Average (76kg)",250,402,1869,60,69,77,CB,78,53,32
3671,Stefan Savic,82,CB,Normal,950,2,3,M \ H,55,35,54,58,84,72,"187cm | 6'2""
High & Average+ (79kg)",32,358,1682,60,45,86,CB,58,41,34
3672,Sergio Asenjo,82,GK,Normal,1.4K,1,3,M \ M,84,82,77,81,57,80,"189cm | 6'2""
High & Stocky (87kg)",54,461,1020,62,58,24,GK,54,46,14
3673,Pacheco,82,GK,Normal,750,1,2,M \ M,81,79,70,83,46,83,"186cm | 6'1""
High & Average (81kg)",79,442,967,62,53,17,GK,42,48,16
3674,Daniele De Rossi,82,CDM,Normal,13K,2,4,M \ H,59,64,73,70,85,77,"184cm | 6'0""
Average (83kg)",144,428,2126,62,72,90,CDM,58,73,50
3675,Héctor Herrera,82,CM,Normal,1.4K,3,4,H \ H,72,75,75,76,78,81,"185cm | 6'1""
High & Average (80kg)",321,457,2164,72,68,81,CM,73,78,72
3676,Juan Mata,82,CAM,Normal,1K,4,3,M \ M,62,74,83,83,36,47,"170cm | 5'7""
Short & Lean (63kg)",72,385,1980,79,89,38,CAM,58,84,74
3677,Giuliano,82,CAM,Normal,950,4,3,H \ M,81,77,79,83,46,75,"172cm | 5'8""
Stocky (68kg)",87,441,2094,85,85,49,CAM,77,80,77
3678,Marlos Romero Bonfim,82,RM,Normal,1K,5,3,M \ M,83,78,79,86,46,73,"174cm | 5'9""
Average (69kg)",54,445,2112,85,84,45,RM,82,82,79
3679,Taison,82,CAM,Normal,1.6K,4,3,M \ M,92,79,75,86,47,69,"172cm | 5'8""
Lean (64kg)",334,448,2095,90,83,38,CAM,91,79,76
3680,Giacomo Bonaventura,82,CM,Normal,1.1K,4,3,H \ M,73,77,82,82,72,69,"181cm | 5'11""
Lean (75kg)",134,455,2215,75,77,74,CM,73,82,70
3681,Pedro,82,RW,Normal,5.5K,4,5,H \ H,75,77,77,83,43,56,"169cm | 5'7""
Short & Lean (65kg)",192,411,1993,81,82,49,RW,73,78,78
3682,Ander Herrera,82,CM,Normal,1.8K,3,4,H \ H,70,72,78,80,82,77,"182cm | 6'0""
Lean (73kg)",138,459,2213,78,78,82,CM,67,79,71
3683,Mario Götze,82,CF,Normal,5K,4,4,H \ M,71,78,85,86,56,70,"176cm | 5'9""
Average (75kg)",301,446,2176,83,85,64,CF,67,87,78
3684,Thomas Delaney,82,CDM,Normal,1.3K,3,4,H \ H,77,73,74,75,83,82,"182cm | 6'0""
Average (79kg)",592,464,2233,73,73,80,CDM,76,74,72
3685,Mário Fernandes,82,RWB,Normal,750,3,3,H \ H,82,60,74,78,81,79,"187cm | 6'2""
High & Average+ (80kg)",106,454,2112,79,61,83,RWB,85,73,56
3686,Sergi Roberto,82,RB,Normal,3K,4,3,H \ H,78,63,81,78,77,73,"178cm | 5'10""
Lean (68kg)",198,450,2103,69,74,75,RB,79,83,63
3687,Thomas Meunier,82,RB,Normal,0,3,4,H \ H,79,75,77,75,78,84,"191cm | 6'3""
High & Average (90kg)",372,468,2185,63,49,75,RB,83,71,72
3688,Jérôme Roussillon,82,LB,Normal,7.8K,3,3,H \ M,89,65,76,80,78,78,"175cm | 5'9""
Average (80kg)",1663,466,2163,77,78,76,LB,90,73,63
3689,Suso,82,RW,Normal,0,4,3,H \ M,78,76,83,87,33,53,"176cm | 5'9""
Average (70kg)",23,410,1971,86,84,50,RW,74,83,70
3690,Antonio Rüdiger,82,CB,Normal,1.5K,2,3,M \ H,72,43,67,64,82,78,"190cm | 6'3""
High & Average+ (85kg)",513,406,1872,57,50,82,CB,76,57,32
3691,Ricardo Pereira,82,RB,Normal,6K,3,4,H \ H,86,64,77,81,79,73,"175cm | 5'9""
Lean (70kg)",705,460,2160,79,77,78,RB,86,76,62
3692,Duván Zapata,82,ST,Normal,850,3,4,H \ M,71,81,56,76,37,83,"189cm | 6'2""
High & Average (88kg)",145,404,1887,64,60,52,ST,72,56,87
3693,Naby Keïta,82,CM,Normal,1K,4,4,H \ M,71,73,76,88,65,66,"172cm | 5'8""
Lean (64kg)",250,439,2101,89,90,68,CM,66,80,74
3694,Presnel Kimpembe,82,CB,Normal,4.9K,2,3,H \ H,75,39,67,68,81,83,"189cm | 6'2""
High & Average (80kg)",826,413,1915,73,62,79,CB,77,60,31
3695,Steven Bergwijn,82,RW,Normal,0,4,2,M \ M,89,75,76,85,40,73,"178cm | 5'10""
Stocky (78kg)",226,438,2033,79,89,52,RW,89,79,74
3696,Gelson Martins,82,RM,Normal,9K,5,3,H \ M,95,71,74,86,47,61,"173cm | 5'8""
Lean (74kg)",406,434,2058,95,92,54,RM,95,78,70
3697,Nélson Semedo,82,RB,Normal,4.9K,4,3,M \ H,92,57,69,81,77,75,"177cm | 5'10""
Lean (67kg)",4732,451,2074,88,82,77,RB,92,62,50
3698,Leon Bailey,82,LW,Normal,2K,4,4,M \ M,91,77,75,84,33,64,"178cm | 5'10""
Average (79kg)",361,424,2032,86,84,45,LW,90,77,75
3699,Marko Arnautovic,82,ST,Normal,750,4,4,H \ M,80,79,77,81,47,82,"192cm | 6'4""
High & Average (83kg)",96,446,2118,69,66,43,ST,83,77,78
3700,Mattia Perin,82,GK,Normal,0,1,3,M \ M,82,82,71,87,57,79,"188cm | 6'2""
High & Average+ (77kg)",48,458,941,70,30,20,GK,56,44,11
3701,Rafa,82,LM,Normal,900,4,3,H \ M,93,71,74,86,50,52,"172cm | 5'8""
Lean (66kg)",109,426,2020,89,89,52,LM,94,78,73
3702,Hirving Lozano,82,RW,Normal,1.5K,4,3,H \ L,93,76,73,83,41,66,"175cm | 5'9""
Lean (70kg)",655,432,2039,91,76,42,RW,93,74,76
3703,Aduriz,82,ST,Normal,8.8K,3,3,H \ M,61,82,64,76,49,74,"182cm | 6'0""
High & Average (78kg)",178,406,1991,56,53,58,ST,61,73,83
3704,Jesús Navas,82,RM,Normal,1.2K,4,2,H \ M,87,69,77,83,69,53,"170cm | 5'7""
Short & Lean (60kg)",123,438,2114,84,85,70,RM,86,77,66
3705,Santi Cazorla,82,CM,Normal,8K,4,5,H \ L,56,73,85,84,65,58,"168cm | 5'6""
Short and Balanced (65kg)",220,421,2112,74,89,68,CM,55,86,70
3706,Lucas Biglia,82,CDM,Normal,750,3,4,M \ H,55,63,81,81,77,68,"178cm | 5'10""
Average (63kg)",126,425,2100,74,78,80,CDM,55,80,50
3707,Willian,82,RW,Normal,0,4,4,H \ H,85,78,80,85,49,60,"175cm | 5'9""
Lean (78kg)",316,437,2055,87,79,43,RW,82,83,77
3708,Alexis Sánchez,82,LW,Normal,1K,4,3,H \ H,81,78,77,84,44,73,"169cm | 5'7""
Short & Lean- (62kg)",254,437,2134,86,87,38,LW,79,79,76
3709,Aleksandar Kolarov,82,LB,Normal,1.7K,3,3,H \ M,69,74,81,77,82,79,"187cm | 6'2""
High & Average (81kg)",104,462,2277,62,58,82,LB,68,77,60
3710,Bas Dost,82,ST,Normal,800,2,3,M \ M,50,82,57,66,45,80,"196cm | 6'5""
High & Average+ (89kg)",47,380,1796,34,32,38,ST,53,67,86
